city,state,country,population,Lat,Lon,hoods_city_id,hoods_city_name
Evergreen Park,IL,,19822,41.72056994,-87.6920873,2099,Evergreen Park
Fairview Heights,IL,,17078,38.58730837,-89.98572946,2443,Fairview Heights
Franklin Park,IL,,18333,41.92956678,-87.87601114,2286,Franklin Park
Grayslake,IL,,20957,42.34322869,-88.04061176,1993,Grayslake
Gurnee,IL,,31295,42.36859935,-87.90053608,1303,Gurnee
Harvey,IL,,25282,41.60949219,-87.64667154,1643,Harvey
Hinsdale,IL,,16816,41.80121673,-87.93094278,2467,Hinsdale
Homewood,IL,,19323,41.5591597,-87.66589762,2151,Homewood
Lisle,IL,,22390,41.80070486,-88.07616831,1881,Lisle
Lombard,IL,,43165,41.88480635,-88.01795246,909,Lombard
Maywood,IL,,24090,41.87874088,-87.84263432,1732,Maywood
Melrose Park,IL,,25411,41.90033747,-87.85842717,1635,Melrose Park
Morton Grove,IL,,23270,42.04047356,-87.77637303,1805,Morton Grove
Mount Prospect,IL,,53882,42.06449521,-87.93280842,698,Mount Prospect
Niles,IL,,29803,42.02145197,-87.80528665,1373,Niles
North Chicago,IL,,32574,42.32525513,-87.84030557,1253,North Chicago
Northbrook,IL,,33170,42.12737951,-87.82794596,1224,Northbrook
Oak Forest,IL,,27962,41.60358786,-87.75516153,1479,Oak Forest
Oak Lawn,IL,,56252,41.71926551,-87.74760843,656,Oak Lawn
Palos Hills,IL,,17484,41.70352666,-87.81722844,2392,Palos Hills
Park Forest,IL,,21975,41.48358741,-87.68169046,1912,Park Forest
Park Ridge,IL,,37480,42.01150414,-87.8330958,1057,Park Ridge
South Holland,IL,,22030,41.60050713,-87.60169626,1907,South Holland
Villa Park,IL,,21904,41.88868637,-87.97626139,1917,Villa Park
Waukegan,IL,,89078,42.36200396,-87.83324482,345,Waukegan
Westchester,IL,,16718,41.85176684,-87.88177312,2480,Westchester
Westmont,IL,,24685,41.79507402,-87.97626139,1691,Westmont
Wheeling,IL,,37648,42.13866786,-87.92922617,1051,Wheeling
Wilmette,IL,,27087,42.07651944,-87.70572306,1524,Wilmette
Winchester,NV,,27978,36.13643831,-115.119015,1477,Winchester
Whitney,NV,,38585,36.10121679,-115.0517237,1024,Whitney
Summerlin South,NV,,23881,36.14420156,-115.3363383,1733,Summerlin South
Sun Valley,NV,,19299,39.59558819,-119.780308,2154,Sun Valley
Blue Mountains,,AU,28769,-33.71321249,150.3118968,2871,Blue Mountains
Kiama,,AU,12817,-34.669787,150.8503759,2891,Kiama
Newcastle,,AU,308308,-32.92976189,151.7549276,2866,Newcastle
Hopkins,MN,,17591,44.92538832,-93.41106058,2375,Hopkins
Bellaire,TX,,16855,29.70578398,-95.46788126,2463,Bellaire
Farmers Branch,TX,,28599,32.9239524,-96.88180745,1438,Farmers Branch
Carrollton,TX,,119097,32.97549605,-96.89063669,216,Carrollton
Converse,TX,,18132,29.51802537,-98.31569493,2312,Converse
Mission Bend,TX,,36501,29.69379143,-95.66369832,1089,Mission Bend
Duncanville,TX,,38524,32.65146431,-96.90677286,1027,Duncanville
South Houston,TX,,16983,29.6626439,-95.23753763,2451,South Houston
Rowlett,TX,,56199,32.90653664,-96.56928659,665,Rowlett
Walla Walla,WA,,31731,46.06504603,-118.3388448,1286,Walla Walla
SeaTac,WA,,26909,47.44100854,-122.2946096,1538,SeaTac
Kenmore,WA,,20460,47.75790237,-122.2498286,2034,Kenmore
Inglewood-Finn Hill,WA,,22707,47.72681232,-122.2433055,1856,Inglewood-Finn Hill
Mercer Island,WA,,22699,47.58491879,-122.2346479,1857,Mercer Island
Fairwood,WA,,19102,47.44536705,-122.1537954,2185,Fairwood
Bainbridge Island,WA,,23025,47.62952887,-122.5198293,1830,Bainbridge Island
East Hill-Meridian,WA,,29878,47.41573394,-122.1969569,1368,East Hill-Meridian
Maple Valley,WA,,22684,47.38947552,-122.0458949,1860,Maple Valley
Sammamish,WA,,45780,47.61561092,-122.0352519,862,Sammamish
Wauwatosa,WI,,45940,43.04852361,-88.0081904,849,Wauwatosa
West Allis,WI,,60411,43.01560263,-88.00627948,600,West Allis
Greenfield,WI,,36720,42.96142499,-88.01189244,1081,Greenfield
Cudahy,WI,,18267,42.95928935,-87.86048711,2299,Cudahy
South Milwaukee,WI,,21156,42.90811467,-87.8633082,1980,South Milwaukee
La Crosse,WI,,51320,43.80917132,-91.24518635,749,La Crosse
Middleton,WI,,17442,43.09684222,-89.49786783,2399,Middleton
Superior,WI,,27244,46.72047894,-92.10143329,1514,Superior
Ashwaubenon,WI,,16963,44.48240036,-88.06905568,2452,Ashwaubenon
Oak Creek,WI,,34221,42.8854332,-87.86277057,1170,Oak Creek
De Pere,WI,,23800,44.44643791,-88.0577779,1758,De Pere
Menomonee Falls,WI,,35626,43.17755167,-88.1182027,1126,Menomonee Falls
Onalaska,WI,,17736,43.88349735,-91.23473764,2364,Onalaska
Milwaukie,OR,,20291,45.44555566,-122.6370967,2056,Milwaukie
Oak Grove,OR,,16629,45.41624296,-122.63538,2491,Oak Grove
Aloha,OR,,49241,45.49403095,-122.8671229,780,Aloha
Hayesville,OR,,19936,44.98394116,-122.984196,2090,Hayesville
Keizer,OR,,36478,44.99632435,-123.026768,1091,Keizer
Oregon City,OR,,31859,45.35708686,-122.6037943,1281,Oregon City
Bethany,OR,,20646,45.55512634,-122.8358805,2020,Bethany
Tualatin,OR,,26054,45.38177004,-122.7606928,1596,Tualatin
Wilsonville,OR,,19430,45.30358576,-122.7630961,2129,Wilsonville
Altamont,OR,,19257,42.20660471,-121.7369044,2162,Altamont
Forest Grove,OR,,21083,45.51857329,-123.1108821,1984,Forest Grove
West Linn,OR,,25109,45.3669402,-122.6398732,1656,West Linn
Grants Pass,OR,,34533,42.43907595,-123.3273244,1169,Grants Pass
Bend,OR,,76639,44.05822369,-121.3161397,431,Bend
Central Point,OR,,17169,42.37538954,-122.9158002,2431,Central Point
Lauderdale Lakes,FL,,32593,26.16464276,-80.20323664,1251,Lauderdale Lakes
University,FL,,41163,28.06922652,-82.43427098,961,University
Oak Ridge,FL,,21765,28.47183298,-81.42593205,1859,Oak Ridge
Hallandale Beach,FL,,37113,25.98574335,-80.14825643,1065,Hallandale Beach
Lauderhill,FL,,66887,26.14418399,-80.20309091,514,Lauderhill
Oakland Park,FL,,41363,26.17130215,-80.13442636,954,Oakland Park
Dania Beach,FL,,29639,26.05117538,-80.1440394,1384,Dania Beach
Plantation,FL,,84955,26.12661545,-80.23433328,368,Plantation
Sunrise,FL,,83987,26.1660639,-80.25630594,373,Sunrise
Margate,FL,,53284,26.24392266,-80.20370305,713,Margate
Lealman,FL,,19879,27.81597358,-82.6835233,2098,Lealman
Pine Hills,FL,,60076,28.57766031,-81.47554219,604,Pine Hills
Largo,FL,,77647,27.91600296,-82.79758097,418,Largo
Coconut Creek,FL,,52869,26.24399697,-80.18592478,719,Coconut Creek
South Bradenton,FL,,22178,27.46194895,-82.5755483,1891,South Bradenton
Pinellas Park,FL,,49079,27.84175354,-82.69973398,787,Pinellas Park
Tamarac,FL,,60427,26.20819695,-80.25245488,599,Tamarac
Coral Springs,FL,,121094,26.27047618,-80.26282907,213,Coral Springs
Egypt Lake-Leto,FL,,35282,28.01786575,-82.49555409,1141,Egypt Lake-Leto
North Lauderdale,FL,,41021,26.21712941,-80.22601903,967,North Lauderdale
East Lake-Orient Park,FL,,22753,27.99613084,-82.37303645,1850,East Lake-Orient Park
Winter Park,FL,,27852,28.59323695,-81.35022939,1483,Winter Park
Seminole,FL,,17233,27.83932487,-82.79002786,2425,Seminole
Dunedin,FL,,35321,28.04923055,-82.78034032,1139,Dunedin
Town 'n' Country,FL,,77589,27.99697292,-82.56515146,415,Town 'n' Country
Altamonte Springs,FL,,41496,28.66362413,-81.37382151,951,Altamonte Springs
Deerfield Beach,FL,,74475,26.31787731,-80.09151102,451,Deerfield Beach
Kissimmee,FL,,59645,28.30406793,-81.40212299,611,Kissimmee
Pembroke Pines,FL,,154749,26.00957334,-80.29937031,153,Pembroke Pines
Temple Terrace,FL,,24541,28.032234,-82.39314676,1695,Temple Terrace
Palm River-Clair Mel,FL,,21024,27.94101982,-82.37140566,1987,Palm River-Clair Mel
Palm Harbor,FL,,57387,28.07757917,-82.76599527,643,Palm Harbor
Carrollwood,FL,,33019,28.0518281,-82.50438333,1214,Carrollwood
Casselberry,FL,,26217,28.67785978,-81.32774175,1580,Casselberry
University - Central,FL,,31084,28.60395989,-81.20868326,1307,University - Central
Meadow Woods,FL,,25556,28.36808714,-81.3662684,1623,Meadow Woods
Safety Harbor,FL,,16868,28.01220747,-82.70755589,2462,Safety Harbor
Rockledge,FL,,24926,28.33051905,-80.72322489,1670,Rockledge
Citrus Park,FL,,24247,28.0731986,-82.57158741,1718,Citrus Park
Sanford,FL,,53570,28.80762338,-81.26464487,710,Sanford
Apopka,FL,,41542,28.67172379,-81.5112105,948,Apopka
Buenaventura Lakes,FL,,26079,28.3449508,-81.36344731,1594,Buenaventura Lakes
Lake Magdalene,FL,,28503,28.06909715,-82.45975138,1444,Lake Magdalene
Davie,FL,,91992,26.09332046,-80.25081278,327,Davie
Tarpon Springs,FL,,23252,28.14562987,-82.75678545,1788,Tarpon Springs
Cooper City,FL,,28547,26.05701153,-80.26996434,1441,Cooper City
St. Matthews,KY,,17472,38.24271553,-85.63445688,2394,St. Matthews
Jeffersontown,KY,,26595,38.1933539,-85.56716562,1557,Jeffersontown
Erlanger,KY,,18082,39.01675891,-84.59943593,2325,Erlanger
Florence,KY,,29951,38.9982786,-84.62729694,1362,Florence
University City,MO,,35371,38.66777159,-90.3348887,1137,University City
Webster Groves,MO,,22995,38.59348041,-90.35720468,1831,Webster Groves
Ferguson,MO,,21203,38.74332466,-90.30536295,1975,Ferguson
Lemay,MO,,16644,38.53093041,-90.28579355,2487,Lemay
Florissant,MO,,52158,38.78856465,-90.32390238,729,Florissant
Kirkwood,MO,,27540,38.58247771,-90.40698648,1498,Kirkwood
Mehlville,MO,,28380,38.50568023,-90.32596231,1455,Mehlville
Affton,MO,,20195,38.55402387,-90.31772257,2053,Affton
Creve Coeur,MO,,17833,38.66964798,-90.44097544,2353,Creve Coeur
Spanish Lake,MO,,19650,38.78776182,-90.21541239,2114,Spanish Lake
Hazelwood,MO,,25703,38.78294467,-90.35548807,1613,Hazelwood
Chesterfield,MO,,47484,38.64728625,-90.56346715,834,Chesterfield
Maryland Heights,MO,,27472,38.71359521,-90.43067575,1500,Maryland Heights
Independence,MO,,116822,39.09142389,-94.41954853,225,Independence
Old Jamestown,MO,,19184,38.82640014,-90.30752004,2173,Old Jamestown
Ballwin,MO,,30404,38.59444381,-90.54647267,1339,Ballwin
Manchester,MO,,18094,38.59616374,-90.50963999,2324,Manchester
Raytown,MO,,29526,39.00819836,-94.46334482,1391,Raytown
Drexel Hill,PA,,28043,39.95512491,-75.31976521,1473,Drexel Hill
Chester,PA,,33972,39.84973023,-75.35976232,1187,Chester
Norristown,PA,,34324,40.12111682,-75.34053624,1176,Norristown
Bethlehem,PA,,74982,40.62552553,-75.37160695,452,Bethlehem
King of Prussia,PA,,19936,40.09220831,-75.36910654,2089,King of Prussia
Bethel Park,PA,,32313,40.32765465,-80.03211618,1261,Bethel Park
Easton,PA,,26800,40.68857402,-75.21804453,1545,Easton
McKeesport,PA,,19731,40.34780517,-79.85976816,2108,McKeesport
West Mifflin,PA,,20313,40.36267069,-79.87021686,2052,West Mifflin
Brooklyn Center,MN,,30104,45.07565888,-93.3314097,1354,Brooklyn Center
Columbia Heights,MN,,19496,45.04791407,-93.24876607,2132,Columbia Heights
St. Louis Park,MN,,45250,44.95932786,-93.37089182,870,St. Louis Park
Fridley,MN,,27204,45.0860393,-93.26392414,1516,Fridley
South St. Paul,MN,,20064,44.87618288,-93.03203226,2072,South St. Paul
Hopkins,MN,,17584,44.92538832,-93.41174723,2375,Hopkins
Edina,MN,,47901,44.88931903,-93.3509791,818,Edina
New Brighton,MN,,21456,45.06523279,-93.20094705,1947,New Brighton
Maplewood,MN,,37985,44.99680992,-93.01932931,1041,Maplewood
Golden Valley,MN,,20371,44.99171132,-93.36024881,2041,Golden Valley
Crystal,MN,,22151,45.03216302,-93.36059213,1894,Crystal
Brooklyn Park,MN,,75533,45.09303063,-93.35612894,441,Brooklyn Park
New Hope,MN,,20339,45.03709711,-93.3856547,2045,New Hope
Inver Grove Heights,MN,,33880,44.84892795,-93.04301859,1190,Inver Grove Heights
Anoka,MN,,17142,45.19699477,-93.38702799,2436,Anoka
Burnsville,MN,,60306,44.76684203,-93.27888132,601,Burnsville
Coon Rapids,MN,,61476,45.18098147,-93.31473591,580,Coon Rapids
Eagan,MN,,64206,44.80339321,-93.1669581,550,Eagan
Minnetonka,MN,,49511,44.91951017,-93.47266437,775,Minnetonka
Oakdale,MN,,27378,44.96033758,-92.96111347,1506,Oakdale
Shoreview,MN,,24793,45.07828194,-93.13758136,1662,Shoreview
Cliffside Park,NJ,,23594,40.82158051,-73.98784459,1780,Cliffside Park
Fort Lee,NJ,,35345,40.8503896,-73.97143961,1138,Fort Lee
Palisades Park,NJ,,19622,40.84833545,-73.99814427,2117,Palisades Park
Rutherford,NJ,,18061,40.82597366,-74.10602213,2327,Rutherford
Atlantic City,NJ,,39558,39.36203695,-74.43114878,1000,Atlantic City
Dumont,NJ,,17479,40.94020698,-73.99591268,2393,Dumont
Bergenfield,NJ,,26764,40.9276276,-73.99642766,1546,Bergenfield
Clifton,NJ,,84136,40.85717923,-74.15663959,377,Clifton
Lodi,NJ,,24136,40.87391138,-74.08757985,1728,Lodi
Roselle,NJ,,21085,40.6530106,-74.26164449,1983,Roselle
Garfield,NJ,,30487,40.88105011,-74.11350072,1332,Garfield
Plainfield,NJ,,49808,40.63360289,-74.40807164,773,Plainfield
Perth Amboy,NJ,,50814,40.50896575,-74.27184702,760,Perth Amboy
Kearny,NJ,,40684,40.76922727,-74.14653421,976,Kearny
Linden,NJ,,40404,40.62224473,-74.24575449,980,Linden
Ridgewood,NJ,,24958,40.97881451,-74.11666513,1667,Ridgewood
Elmwood Park,NJ,,19403,40.90375911,-74.11813558,2141,Elmwood Park
Paramus,NJ,,26302,40.94407361,-74.07203318,1572,Paramus
North Plainfield,NJ,,21936,40.62276591,-74.43080545,1913,North Plainfield
Rahway,NJ,,27311,40.60780405,-74.27760899,1508,Rahway
Pleasantville,NJ,,20249,39.39001605,-74.52377141,2060,Pleasantville
Woodbridge,NJ,,19265,40.55761111,-74.28430379,2160,Woodbridge
Old Bridge,NJ,,23753,40.39122609,-74.32918192,1763,Old Bridge
Iselin,NJ,,18695,40.57456359,-74.32344258,2236,Iselin
New Brunswick,NJ,,55181,40.4949566,-74.44728495,686,New Brunswick
Summit,NJ,,21457,40.71625088,-74.36111093,1946,Summit
Morristown,NJ,,18399,40.79663414,-74.4806844,2272,Morristown
Carteret,NJ,,22844,40.57662621,-74.22824503,1842,Carteret
Westfield,NJ,,30316,40.64986139,-74.34840799,1345,Westfield
Avenel,NJ,,17011,40.58199524,-74.28876698,2447,Avenel
Lindenwold,NJ,,17613,39.81985197,-74.98485387,2373,Lindenwold
Hawthorne,NJ,,18791,40.94951929,-74.15511728,2225,Hawthorne
Colonia,NJ,,17795,40.58627386,-74.29862619,2356,Colonia
Long Branch,NJ,,30719,40.3024353,-73.98929239,1319,Long Branch
South Plainfield,NJ,,23238,40.58027684,-74.41295267,1796,South Plainfield
El Cerrito,CA,,23549,37.91598544,-122.3085368,1782,El Cerrito
San Fernando,CA,,23645,34.28173273,-118.4405881,1774,San Fernando
Hawthorne,CA,,84293,33.91608187,-118.3523542,375,Hawthorne
National City,CA,,58582,32.67689857,-117.1027339,625,National City
La Mesa,CA,,57065,32.76747532,-117.0226651,650,La Mesa
San Pablo,CA,,28803,37.9619049,-122.3462278,1413,San Pablo
Rosemead,CA,,53764,34.07991097,-118.072964,707,Rosemead
Temple City,CA,,35558,34.1070886,-118.0612165,1130,Temple City
Lemon Grove,CA,,25320,32.74278881,-117.0305616,1642,Lemon Grove
Milpitas,CA,,66788,37.43147391,-121.8999827,517,Milpitas
Buena Park,CA,,80363,33.86575152,-117.997582,401,Buena Park
South San Jose Hills,CA,,20551,34.00952847,-117.9058629,2026,South San Jose Hills
San Gabriel,CA,,39718,34.10192375,-118.1077367,991,San Gabriel
Imperial Beach,CA,,26324,32.58382321,-117.1122724,1575,Imperial Beach
Covina,CA,,47796,34.09031512,-117.8897268,825,Covina
Montclair,CA,,36664,34.07706733,-117.6891291,1083,Montclair
Oildale,CA,,32684,35.42472318,-119.0225947,1249,Oildale
Stanton,CA,,38186,33.80249259,-117.9939997,1034,Stanton
Cupertino,CA,,58302,37.32232276,-122.0322591,631,Cupertino
Tustin,CA,,75540,33.74136774,-117.8211141,444,Tustin
San Lorenzo,CA,,23452,37.68067113,-122.1270162,1791,San Lorenzo
Walnut,CA,,29171,34.01875163,-117.8649104,1411,Walnut
Fountain Valley,CA,,55313,33.70972392,-117.953831,680,Fountain Valley
Coronado,CA,,18912,32.68724924,-117.1804738,2209,Coronado
Lomita,CA,,20256,33.79196205,-118.3147603,2058,Lomita
Watsonville,CA,,51199,36.90993566,-121.7562276,756,Watsonville
Rosemont,CA,,22681,38.55131799,-121.365183,1862,Rosemont
Highland,CA,,53104,34.12615315,-117.2067607,715,Highland
La Presa,CA,,34071,32.70781456,-117.0035136,1180,La Presa
Live Oak,CA,,17158,36.9827596,-121.9813502,2434,Live Oak
Loma Linda,CA,,23247,34.04794017,-117.2612745,1806,Loma Linda
Glendora,CA,,50073,34.13562707,-117.8659403,769,Glendora
Seal Beach,CA,,24168,33.74217959,-118.1018031,1724,Seal Beach
Dana Point,CA,,33343,33.46691065,-117.6977122,1216,Dana Point
Cypress,CA,,47800,33.8161853,-118.037945,824,Cypress
Artesia,CA,,16522,33.86568618,-118.0818158,2500,Artesia
Placentia,CA,,50533,33.87121926,-117.8686869,762,Placentia
Azusa,CA,,46361,34.1327853,-117.9085124,850,Azusa
North Highlands,CA,,42694,38.6876053,-121.3746989,921,North Highlands
Monrovia,CA,,36590,34.14358352,-118.0029261,1088,Monrovia
Upland,CA,,73732,34.09657003,-117.6487142,461,Upland
Watertown Town,MA,,31915,42.37065453,-71.18255437,1277,Watertown Town
Melrose,MA,,26909,42.45778299,-71.06727243,1535,Melrose
Milton,MA,,27003,42.25079301,-71.06604816,1531,Milton
Holyoke,MA,,39880,42.20248973,-72.6116872,987,Holyoke
Braintree Town,MA,,35744,42.20270432,-71.00478769,1121,Braintree Town
Chicopee,MA,,55298,42.14634199,-72.60756733,681,Chicopee
Dedham,MA,,24729,42.24389139,-71.17267252,1688,Dedham
Randolph,MA,,32112,42.16284851,-71.04152323,1266,Randolph
Saugus,MA,,26626,42.4636085,-71.01405741,1555,Saugus
Marblehead,MA,,19808,42.4991417,-70.85544229,2102,Marblehead
Salem,MA,,41340,42.51854426,-70.89595438,955,Salem
Weymouth Town,MA,,53743,42.21554198,-70.93901874,708,Weymouth Town
Northampton,MA,,28549,42.32224612,-72.63503315,1440,Northampton
Wakefield,MA,,24932,42.50335947,-71.0727656,1669,Wakefield
West Springfield Town,MA,,28391,42.10526288,-72.62061359,1453,West Springfield Town
Stoneham,MA,,21378,42.48040746,-71.10057474,1950,Stoneham
Leominster,MA,,40759,42.52415063,-71.75750019,973,Leominster
Attleboro,MA,,43593,41.94356727,-71.28302814,901,Attleboro
Needham,MA,,28876,42.28005711,-71.23653055,1430,Needham
Newport Beach,CA,,85186,33.61489529,-117.9309774,365,Newport Beach
Colton,CA,,52133,34.07422359,-117.315594,730,Colton
Novato,CA,,51904,38.10780786,-122.572701,735,Novato
Los Altos,CA,,28976,37.37738261,-122.116276,1422,Los Altos
Pleasant Hill,CA,,33149,37.94791784,-122.0604116,1225,Pleasant Hill
Laguna Hills,CA,,30344,33.59130933,-117.6997721,1343,Laguna Hills
Desert Hot Springs,CA,,25938,33.96108549,-116.5016729,1600,Desert Hot Springs
Knoxville,TN,,178874,35.96433048,-83.91889572,132,Knoxville
Moncton,,CA,69074,46.08875455,-64.77985382,2708,Moncton
Milton,,CA,84362,43.51528807,-79.87541199,2826,Milton
Longmont,CO,,86270,40.16608486,-105.102309,359,Longmont
Darien,CT,,20732,41.07559092,-73.47279141,2013,Darien
Walnut Creek,CA,,64173,37.90875912,-122.0625473,551,Walnut Creek
Geelong,,AU,143921,-38.15330191,144.3561865,2903,Geelong
Ballarat,,AU,85935,37.56409463,143.8534605,,
Bendigo,,AU,82794,-36.75855627,144.2787458,2906,Bendigo
Melton,,AU,45624,-37.68320565,144.5834702,2907,Melton
Ocala,FL,,56315,29.18641097,-82.14006142,663,Ocala
Montclair,NJ,,39277,40.82548681,-74.20931763,,
Greenville,SC,,58409,34.84825894,-82.39912243,628,Greenville
Gardena,CA,,58829,33.88820885,-118.309304,621,Gardena
Oxford,OH,,21371,39.5071544,-84.74453758,1957,Oxford
Hamilton,OH,,62477,39.39863854,-84.55840856,569,Hamilton
Middletown,OH,,48694,39.514693,-84.40240547,801,Middletown
Fairfield,OH,,42510,39.34423396,-84.56019528,928,Fairfield
Cedar Rapids,IA,,126326,41.98005201,-91.65825693,201,Cedar Rapids
Akron,OH,,199110,41.07745498,-81.51632016,111,Akron
Burnie - Somerset,,AU,19819,-41.05358208,145.9052437,2974,Burnie - Somerset
Pasadena,CA,,137122,34.14735805,-118.1474487,184,Pasadena
York,PA,,43718,39.96203079,-76.72811556,900,York
Omaha,NE,,408958,41.25268049,-95.94041596,42,Omaha
Sioux City,IA,,82684,42.49575253,-96.40568364,388,Sioux City
Iowa City,IA,,67862,41.65985753,-91.53027558,502,Iowa City
Burlington,IA,,25663,40.80692542,-91.11035079,1615,Burlington
Clinton,IA,,26885,41.84315159,-90.18911706,1541,Clinton
Coralville,IA,,18907,41.68127296,-91.59727707,2210,Coralville
Fort Dodge,IA,,25206,42.50436308,-94.18109484,1648,Fort Dodge
Marshalltown,IA,,27552,42.0482581,-92.91307819,1497,Marshalltown
Mason City,IA,,28079,43.15207431,-93.20158838,1470,Mason City
Waterloo ,IA,,68406,42.49159544,-92.34228397,496,Waterloo
Cedar Falls,IA,,39260,42.53425392,-92.44859541,1010,Cedar Falls
Muscatine,IA,,22886,41.42315528,-91.04558972,1839,Muscatine
Harrisburg,PA,,49528,40.26302821,-76.88689281,779,Harrisburg
Vacaville,CA,,92428,38.35580842,-121.9894861,323,Vacaville
El Monte,CA,,113475,34.06796685,-118.0304393,234,El Monte
Hanford,CA,,53967,36.32649943,-119.6462519,703,Hanford
Simi Valley,CA,,124237,34.26893702,-118.7768888,208,Simi Valley
Aspen,CO,,7359,39.19108998,-106.8175307,,
Poughkeepsie,NY,,32736,41.69915299,-73.927419,1245,Poughkeepsie
Moline,IL,,43483,41.50513339,-90.51489501,903,Moline
Rock Island ,IL,,39018,41.50871054,-90.57401435,1014,Rock Island
Banff,,CA,7584,51.17752991,-115.5709592,2765,Banff
Bridgeport,CT,,144229,41.17712862,-73.19254041,171,Bridgeport
Richland,WA,,48058,46.27900767,-119.2812762,816,Richland
Kennwick,WA,,73917,46.20769183,-119.1206941,459,Kennewick
Pasco,WA,,59781,46.22930874,-119.0935716,608,Pasco
Rocky Mount,NC,,57477,35.9371366,-77.7922843,642,Rocky Mount
Dade City,FL,,7134,28.36461151,-82.19585343,,
New Port Richey,FL,,16256,28.24258894,-82.7196748,,
New Haven,CT,,129779,41.30746879,-72.9314818,193,New Haven
New Britain,CT,,73206,41.66366668,-72.78231945,464,New Britain
San Mateo,CA,,97207,37.5641045,-122.3257106,302,San Mateo
Thousand Oaks,CA,,126683,34.17619933,-118.8555268,199,Thousand Oaks
Vallejo,CA,,115942,38.10342766,-122.2552529,228,Vallejo
Fairfield,CA,,105321,38.24904222,-122.0422619,263,Fairfield
Murrieta,CA,,103466,33.5541878,-117.2105657,272,Murrieta
Daly City,CA,,101123,37.69057375,-122.4682488,280,Daly City
Temecula,CA,,100097,33.4931567,-117.1482125,282,Temecula
South Pasadena,CA,,25619,34.11547882,-118.1509373,1618,South Pasadena
Gatineau,,CA,265349,45.47113402,-75.69907486,2654,Gatineau
Windsor,,CA,210891,42.31491535,-83.03703711,2606,Windsor
Sherbrooke,,CA,154601,45.39964152,-71.89490393,2696,Sherbrooke
Niagara Falls,,CA,82997,43.08873425,-79.09712687,2652,Niagara Falls
St. Catharines,,CA,131400,43.15678458,-79.24301758,2655,St. Catharines
Niagara-on-the-Lake,,CA,15400,43.25374471,-79.08211897,2812,Niagara-on-the-Lake
Welland,,CA,50631,42.98776403,-79.25251915,2666,Welland
Thorold,,CA,17931,43.12296156,-79.2021527,2667,Thorold
Dubuque,IA,,57637,42.50199987,-90.66430794,640,Dubuque
Levis,,CA,138769,46.79505748,-71.17753985,2730,Lévis
St. Albert,,CA,61466,53.6386296,-113.6249029,2599,St. Albert
Dawson Creek,,CA,11583,55.75914007,-120.2277389,2578,Dawson Creek
Campbell River,,CA,31186,50.02755029,-125.248481,2537,Campbell River
Chilliwack,,CA,77936,49.1693451,-121.9526884,2515,Chilliwack
Cranbrook,,CA,19319,49.50988427,-115.7646155,2548,Cranbrook
Fort St. John,,CA,18609,56.24731986,-120.8472535,2573,Fort St. John
Vernon,,CA,38150,50.26329688,-119.2725619,2567,Vernon
Flint,MI,,102434,43.01210981,-83.68853615,276,Flint
Lethbridge,,CA,83517,49.69322261,-112.8301956,2557,Lethbridge
Red Deer,,CA,90564,52.26415295,-113.8163849,2594,Red Deer
Meriden,CT,,60868,41.53716687,-72.80766572,588,Meriden
Waterbury,CT,,110366,41.55496868,-73.04483363,241,Waterbury
Lawrenceville,GA,,28546,33.95589471,-83.98498172,1442,Lawrenceville
Menlo Park,CA,,32026,37.45247203,-122.1817261,1270,Menlo Park
Albany,CA,,18539,37.89035565,-122.2993723,2258,Albany
Englewood,NJ,,27147,40.89355456,-73.97584248,1520,Englewood
University Park,TX,,23068,32.85654955,-96.79602845,1822,University Park
Antioch,CA,,102372,38.0049139,-121.8055781,277,Antioch
Chino Hills,CA,,74799,33.99962432,-117.7339841,454,Chino Hills
Pleasanton,CA,,70285,37.65683833,-121.8764993,484,Pleasanton
Sidney,BC,,11178,48.64969514,-123.3989581,2756,Sidney
Richmond,VA,,204214,37.54034628,-77.43693864,106,Richmond
Boca Raton,FL,,84392,26.34621084,-80.08665534,374,Boca Raton
Addison,TX,,13056,32.96164528,-96.82914637,,
Council Bluffs,IA,,62230,41.26070457,-95.85239263,573,Council Bluffs
Papillon,NE,,18894,41.15347426,-96.04304283,2212,Papillion
Bellevue,NE,,50137,41.15234445,-95.91484098,767,Bellevue
Lewes,DE,,2747,38.77453768,-75.13934712,,
Bear,DE,,19371,39.61841596,-75.69499854,2145,Bear
Middletown,DE,,18871,39.44879462,-75.71631638,2215,Middletown
Carrboro,NC,,19582,35.90988971,-79.07540581,2120,Carrboro
Worthington,OH,,13575,40.08950495,-83.01806534,,
Marysville,WA,,60020,48.05108123,-122.1755133,605,Marysville
Lynnwood,WA,,35836,47.81656121,-122.3188549,1113,Lynnwood
Vaudreuil-Dorion,,CA,33305,45.40372136,-74.0347489,2617,Vaudreuil-Dorion
Erie,PA,,101786,42.12874609,-80.085894,278,Erie
Key West,FL,,24649,24.55593491,-81.79737688,1694,Key West
Napa,CA,,76915,38.29605162,-122.2879658,426,Napa
Lima,OH,,38771,40.74008031,-84.10586225,1019,Lima
Franklin,TN,,62489,35.92138204,-86.87305946,568,Franklin
Valparaiso,IN,,31730,41.47209179,-87.06006748,1287,Valparaiso
Grand Forks,ND,,52838,47.92442294,-97.03383567,721,Grand Forks
Lawndale,CA,,32769,33.88672781,-118.3524623,1244,Lawndale
Madera,CA,,61416,36.96063581,-120.0599674,581,Madera
