city,state,country,population,Lat,Lon,hoods_city_id,hoods_city_name
Sunrise Manor,NV,,189372,36.14386174,-115.0654793,125,Sunrise Manor
Newport News,VA,,180718,37.08342713,-76.48750305,130,Newport News
Spring Valley,NV,,177600,36.10502897,-115.2434921,133,Spring Valley
Garden Grove,CA,,170883,33.7733239,-117.9438972,140,Garden Grove
Rancho Cucamonga,CA,,165269,34.10258362,-117.5938797,145,Rancho Cucamonga
Ontario,CA,,163924,34.06198356,-117.6506996,147,Ontario
Corona,CA,,152372,33.8725713,-117.5671005,162,Corona
Pomona,CA,,149043,34.05253497,-117.7511215,164,Pomona
Joliet,IL,,147423,41.52388897,-88.07979584,166,Joliet
Torrance,CA,,145244,33.83379519,-118.3485031,169,Torrance
Fort Collins,CO,,143986,40.58359953,-105.0749588,173,Fort Collins
Lakewood,CO,,142850,39.70284497,-105.078392,175,Lakewood
Naperville,IL,,141853,41.75071208,-88.14914703,176,Naperville
Alexandria,VA,,139966,38.80407396,-77.04660416,180,Alexandria
East Los Angeles,CA,,126271,34.02295577,-118.1653404,200,East Los Angeles
Allentown,PA,,118032,40.60764024,-75.49032211,220,Allentown
Costa Mesa,CA,,109948,33.64028504,-117.9195213,242,Costa Mesa
Elgin,IL,,108188,42.03439279,-88.27960968,248,Elgin
Arvada,CO,,106433,39.80050809,-105.0818253,256,Arvada
Westminster,CO,,106114,39.83426202,-105.0344467,257,Westminster
Norwalk,CA,,105549,33.90079586,-118.081913,260,Norwalk
West Jordan ,UT,,103712,40.60868281,-111.9381523,269,West Jordan
El Cajon,CA,,99478,32.79350685,-116.9623375,290,El Cajon
Richardson ,TX,,99223,32.94696699,-96.73067093,291,Richardson
Rialto,CA,,99171,34.10600383,-117.3708916,293,Rialto
New Bedford,MA,,95071,41.63472213,-70.92567444,312,New Bedford
Sandy Springs,GA,,93853,33.92934045,-84.37929153,315,Sandy Springs
State College ,PA,,41721,40.79239337,-77.86096573,938,State College
Takoma Park,MD,,16715,38.97790621,-77.00772285,2481,Takoma Park
Florence-Graham,CA,,63387,33.96659607,-118.242588,557,Florence-Graham
Beverly Hills,CA,,34109,34.07293746,-118.4000874,1184,Beverly Hills
Langley Park,MD,,18755,38.98831436,-76.98266029,2229,Langley Park
Wheaton,MD,,48284,39.0404113,-77.05038071,809,Wheaton
East Cleveland,OH,,17842,41.53243093,-81.57958031,2351,East Cleveland
Hyattsville,MD,,17557,38.95476178,-76.94429398,2381,Hyattsville
Mount Vernon,NY,,67292,40.91159101,-73.83653641,509,Mount Vernon
North Bethesda,MD,,43828,39.04361114,-77.11801529,898,North Bethesda
Westmont,CA,,31853,33.94102352,-118.3022404,1282,Westmont
Union City,NJ,,66453,40.77892879,-74.02235985,522,Union City
West New York,NJ,,49693,40.78789736,-74.0141201,776,West New York
Bayonne,NJ,,63024,40.66725253,-74.11565781,563,Bayonne
East Orange,NJ,,64211,40.76249545,-74.21693802,548,East Orange
Hackensack,NJ,,43010,40.88538074,-74.04390335,913,Hackensack
Cicero,IL,,83891,41.84490877,-87.75312424,379,Cicero
Paterson,NJ,,146199,40.91605026,-74.17161942,167,Paterson
Elizabeth,NJ,,124969,40.66270329,-74.21058655,203,Elizabeth
Passaic,NJ,,69781,40.85578439,-74.1276741,489,Passaic
Rockville,MD,,61182,39.0825809,-77.15303421,585,Rockville
Malden,MA,,59450,42.42456924,-71.06703758,615,Malden
Huntington Park,CA,,58114,33.9816014,-118.2255077,634,Huntington Park
Hempstead,NY,,53891,40.70526194,-73.62333298,704,Hempstead
White Plains,NY,,56853,41.03062269,-73.76478195,652,White Plains
Elmwood Park ,IL,,24883,41.92087612,-87.809515,1675,Elmwood Park
Berwyn,IL,,56657,41.84976802,-87.79260635,657,Berwyn
Skokie,IL,,64784,42.0316435,-87.74145126,544,Skokie
Vista,CA,,93834,33.19766884,-117.2430038,317,Vista
Brockton,MA,,93764,42.08170964,-71.01802826,318,Brockton
Arden-Arcade,CA,,92186,38.60071492,-121.3812447,326,Arden-Arcade
Hillsboro,OR,,91611,45.52067647,-122.9867935,329,Hillsboro
Lynn,MA,,89755,42.46571026,-70.94919205,336,Lynn
Spokane Valley,WA,,89755,47.66011252,-117.2402573,341,Spokane Valley
Richfield,MN,,35228,44.88285057,-93.28242302,1144,Richfield
Charlotte,NC,,731424,35.22269424,-80.8442688,17,Charlotte
Prince George,,CA,71974,53.91371707,-122.7550507,2577,Prince George
Fairfax,CA,,7607,37.9868279,-122.5871873,,
Hayward,CA,,144186,37.66739738,-122.0811081,172,Hayward
Castro Valley,CA,,61388,37.69349067,-122.0792198,582,Castro Valley
San Leandro,CA,,84950,37.7236907,-122.1537209,369,San Leandro
Ashland,CA,,21925,37.69449669,-122.1136379,1916,Ashland
Lawrence,MA,,76377,42.70635209,-71.16342545,434,Lawrence
Framingham,MA,,68318,42.27710238,-71.41559601,498,Framingham
Haverhill,MA,,60879,42.77462911,-71.08119965,587,Haverhill
Waltham,MA,,60632,42.37599102,-71.23586655,594,Waltham
Plantation ,FL,,84955,26.12763221,-80.23881912,368,Plantation
Morgan Hill,CA,,37882,37.12889611,-121.6533279,1045,Morgan Hill
Arlington,MA,,42844,42.41554413,-71.15449905,916,Arlington
Lexington ,MA,,31394,42.44615057,-71.22608185,1299,Lexington
Long Beach,CA,,462257,33.76826709,-118.1864548,36,Long Beach
Sioux Falls,SD,,153888,43.54426329,-96.72998428,157,Sioux Falls
Syracuse,NY,,145170,43.04670287,-76.14589691,170,Syracuse
Grand Junction ,CO,,58566,39.06333196,-108.5548782,626,Grand Junction
Springfield,OR,,59403,44.04554777,-123.0212975,616,Springfield
Pickering,,CA,88721,43.83412434,-79.08576965,2629,Pickering
Bradford West Gwillimbury,,CA,28077,44.11381138,-79.56642151,2817,Bradford West Gwillimbury
Camden,NJ,,77344,39.92495111,-75.11816025,421,Camden
Longview,WA,,36648,46.13644504,-122.9359818,1084,Longview
Kelso,WA,,11925,46.14500889,-122.906456,,
Bloomington,IL,,76610,40.48287854,-88.99303436,433,Bloomington
Normal,IL,,52497,40.51291008,-88.99045944,725,Normal
Kingston,,CA,123363,44.2290568,-76.49299622,2661,Kingston
Flagstaff,AZ,,65870,35.19642995,-111.6513062,530,Flagstaff
Melbourne,,AU,3707530,-37.81005519,144.9453735,2902,Melbourne
El Paso,TX,,649121,31.75827621,-106.4870453,19,El Paso
Brighton,CO,,33352,39.98427245,-104.8195267,1215,Brighton
Thornton,CO,,118772,39.8650513,-104.9640656,218,Thornton
Commerce City,CO,,45913,39.8085072,-104.9306774,860,Commerce City
Northglenn,CO,,35789,39.89424634,-104.981575,1118,Northglenn
Sherrelwood,CO,,18287,39.83722376,-105.0019169,2294,Sherrelwood
Broomfield,CO,,55889,39.91994843,-105.0871468,673,Broomfield
Englewood,CO,,30255,39.64709687,-104.9872398,1348,Englewood
Centennial,CO,,100377,39.57858683,-104.8923111,281,Centennial
Columbine,CO,,24280,39.58658275,-105.0706673,1715,Columbine
Golden  ,CO,,18867,39.75491896,-105.2206993,2216,Golden
Wheat Ridge,CO,,30166,39.76990428,-105.0811386,1351,Wheat Ridge
Ken Caryl,CO,,32438,39.57382357,-105.1127243,1257,Ken Caryl
Dakota Ridge,CO,,32005,39.6143587,-105.1283455,1273,Dakota Ridge
Roanoke,VA,,97032,37.26956198,-79.94167328,303,Roanoke
Harrisonburg,VA,,48914,38.44836011,-78.86941262,794,Harrisonburg
Lynchburg,VA,,75568,37.41204489,-79.14447784,443,Lynchburg
Manassas,VA,,37821,38.74969058,-77.47163773,1047,Manassas
Hartford,CT,,124775,41.76300541,-72.68108368,205,Hartford
Port Coquitlam,,CA,56342,49.26134937,-122.7807999,2521,Port Coquitlam
Oxnard,CA,,197899,34.19669116,-119.1774559,114,Oxnard
Port Hueneme,CA,,21723,34.14692907,-119.1949654,1929,Port Hueneme
San Buenaventura,CA,,106433,34.27854915,-119.294014,255,San Buenaventura (Ventura)
Regina,,CA,193100,50.44472923,-104.6162796,2561,Regina
Grand Rapids,MI,,188240,42.96234274,-85.66761017,126,Grand Rapids
Richmond,CA,,103701,37.9354146,-122.3482132,270,Richmond
San Rafael,CA,,57713,37.97277275,-122.5239944,639,San Rafael
Towson,MD,,55197,39.40085985,-76.60165787,685,Towson
Barnstable Town,MA,,45193,41.65011616,-70.28434753,872,Barnstable Town
Trenton,NJ,,84913,40.21579163,-74.74359512,370,Trenton
Des Moines,IA,,203433,41.59684677,-93.59973907,107,Des Moines
Bozeman,MT,,37280,45.67672658,-111.0425949,1061,Bozeman
Culver City,CA,,38883,34.02073269,-118.3929634,1015,Culver City
Delta,,CA,99863,49.09328834,-123.0242157,2510,Delta
Nanaimo,,CA,83810,49.16248394,-123.9415741,2511,Nanaimo
Abbotsford,,CA,133497,49.04920449,-122.3183441,2508,Abbotsford
Saskatoon,,CA,222189,52.13255287,-106.670723,2582,Saskatoon
London,,CA,366151,42.98214073,-81.24595642,2660,London
Burlington,,CA,175779,43.32277372,-79.80262756,2676,Burlington
Oakville,,CA,182520,43.46447591,-79.68589783,2829,Oakville
Barrie,,CA,135711,44.38845493,-79.6869278,2670,Barrie
Comox,,CA,13627,49.67331456,-124.9274254,2760,Comox
Racine,WI,,78860,42.72411214,-87.78728485,412,Racine
Ketchikan,AK,,8245,55.34207121,-131.6460586,,
Painesville,OH,,19563,41.72356397,-81.24509811,2122,Painesville
Juneau,AK,,31275,58.30067275,-134.4129181,1304,Juneau
Barstow,CA,,22639,34.89415046,-117.0164108,1866,Barstow
Chino,CA,,77983,34.01714896,-117.6886368,417,Chino
Christchurch,,NZ,389700,-43.53237152,172.6366282,,
Everett,WA,,103019,47.9774119,-122.2005844,275,Everett
Edmonds,WA,,39709,47.81029407,-122.377224,993,Edmonds
Chattanooga,TN,,167674,35.04324357,-85.30952454,142,Chattanooga
Terre Haute,IN,,60785,39.46523846,-87.41031647,591,Terre Haute
Jackson,MS,,173514,32.29616587,-90.18333435,138,Jackson
Farmington,NM,,45877,36.72600359,-108.2143021,861,Farmington
Burlington,VT,,42417,44.47386394,-73.21117401,930,Burlington
Janesville,WI,,63575,42.67798697,-89.02290344,555,Janesville
Petaluma,CA,,57941,38.22987072,-122.6407242,636,Petaluma
Concord,NC,,79066,35.40795781,-80.58231354,410,Concord
Kannapolis,NC,,42625,35.48605212,-80.62093735,922,Kannapolis
Oshkosh,WI,,66083,44.02303289,-88.5408783,527,Oshkosh
Orangeville,,CA,27975,43.9195583,-80.09428024,2833,Orangeville
Sheboygan,WI,,49288,43.7506527,-87.71999359,782,Sheboygan
Waukesha,WI,,70718,43.00835816,-88.22553635,481,Waukesha
McMinnville,OR,,32187,45.20976101,-123.198452,1263,McMinnville
St John's,,CA,106172,47.56151252,-52.70999908,2702,St. John's
Charleston,SC,,120083,32.78586746,-79.9344635,215,Charleston
Whitby,,CA,122022,43.87967549,-78.94020081,2835,Whitby
Oshawa,,CA,149607,43.8945216,-78.86329651,2643,Oshawa
Ajax,,CA,109600,43.84799142,-79.02122498,2825,Ajax
East Rutherford,NJ,,9856,40.83389503,-74.09691989,,
Traverse City,MI,,15479,44.76303751,-85.62060714,,
Stamford,CT,,122643,41.0517997,-73.53870392,209,Stamford
Monterey,CA,,27810,36.59975825,-121.8951988,1485,Monterey
Salinas,CA,,150411,36.67347888,-121.6536713,163,Salinas
Marietta,GA,,56579,33.95230006,-84.55069542,659,Marietta
East Point,GA,,33712,33.67829165,-84.43971634,1200,East Point
Forest Park,GA,,18468,33.6205071,-84.36315536,2266,Forest Park
Mableton,GA,,37115,33.81811759,-84.58219528,1064,Mableton
Smyrna,GA,,51271,33.88317998,-84.51353073,752,Smyrna
Candler-McAfee,GA,,23025,33.7312773,-84.28307533,1829,Candler-McAfee
Decatur,GA,,19335,33.77483553,-84.2961216,2150,Decatur
North Decatur,GA,,16698,33.7918719,-84.2852211,2484,North Decatur
Redan,GA,,33015,33.72565139,-84.16574478,1237,Redan
North Atlanta,GA,,40456,33.86488341,-84.33671951,982,North Atlanta
Tucker,GA,,27581,33.85290923,-84.21552658,1495,Tucker
Montgomery,AL,,205764,32.36162988,-86.30018234,104,Montgomery
Cumberland,MD,,20859,39.65159076,-78.76184464,1998,Cumberland
Westminster,MD,,18590,39.5735672,-76.99338913,2249,Westminster
Laurel,MD,,25115,39.09897292,-76.8492794,1654,Laurel
Columbia,MD,,99615,39.21298691,-76.85863495,288,Columbia
Bel Air South,MD,,47709,39.4932286,-76.32511139,828,Bel Air South
Bel Air  ,MD,,10109,39.53465484,-76.34794235,,
Suitland,MD,,25825,38.84847746,-76.92412376,1608,Suitland
Parkville,MD,,30734,39.3765854,-76.53977394,1318,Parkville
Dundalk,MD,,63597,39.24996044,-76.51994705,554,Dundalk
Pikesville,MD,,30764,39.37268328,-76.72250748,1317,Pikesville
Milford Mill,MD,,29042,39.35596103,-76.76610947,1419,Milford Mill
Cockeysville,MD,,20776,39.46365643,-76.63255692,2007,Cockeysville
Arbutus,MD,,20483,39.25394833,-76.69778824,2033,Arbutus
Severn,MD,,44231,39.15205324,-76.72147751,886,Severn
Severna Park,MD,,37634,39.07187011,-76.54500961,1052,Severna Park
Woodlawn,MD,,37879,39.31214566,-76.75512314,1046,Woodlawn
Ferndale,MD,,16746,39.18239777,-76.63942337,2475,Ferndale
Glen Burnie,MD,,67639,39.16126279,-76.62448883,506,Glen Burnie
Arnold,MD,,23106,39.0313443,-76.50587082,1817,Arnold
Carney,MD,,29941,39.3973612,-76.54020309,1364,Carney
Catonsville,MD,,41567,39.27096077,-76.73280716,945,Catonsville
Essex,MD,,39262,39.30887916,-76.47488594,1009,Essex
Middle River,MD,,25191,39.333924,-76.44098282,1650,Middle River
Lochearn,MD,,25333,39.34048357,-76.72139168,1641,Lochearn
Rosedale,MD,,19257,39.31905173,-76.51582718,2163,Rosedale
Randallstown,MD,,32430,39.36710964,-76.79323196,1258,Randallstown
Reisterstown,MD,,25968,39.46895732,-76.82859421,1599,Reisterstown
Owings Mills,MD,,30622,39.41831731,-76.77881241,1322,Owings Mills
Ellicott City,MD,,65834,39.26644224,-76.79941177,533,Ellicott City
Perry Hall,MD,,28474,39.41168631,-76.46604538,1446,Perry Hall
Annapolis,MD,,38294,38.97825234,-76.49282455,1031,Annapolis
Edgewood,MD,,25562,39.43502463,-76.31601334,1622,Edgewood
Gaithersburg,MD,,59933,39.14220176,-77.19903946,607,Gaithersburg
Germantown,MD,,86395,39.17882998,-77.26718903,358,Germantown
Annandale,VA,,41008,38.83108295,-77.19612122,969,Annandale
Tysons Corner,VA,,19627,38.91775003,-77.22770691,2116,Tysons Corner
Landover,MD,,23078,38.92557543,-76.88464165,1821,Landover
Broken Arrow,OK,,98850,36.05896981,-95.79563141,294,Broken Arrow
Jenks,OK,,16924,36.02111036,-95.97072601,2453,Jenks
Sand Springs,OK,,18906,36.13809133,-96.10994339,2211,Sand Springs
Bowie,MD,,54727,38.94317213,-76.73229218,689,Bowie
Cleveland Heights,OH,,46121,41.51155798,-81.57915115,856,Cleveland Heights
Fitchburg,WI,,25260,43.00228544,-89.42716599,1644,Fitchburg
Fargo,ND,,105549,46.87406926,-96.79161072,261,Fargo
Wichita,KS,,382368,37.6846694,-97.33268738,49,Wichita
Jacksonville,FL,,821784,30.28938445,-81.59957886,11,Jacksonville
New Orleans,LA,,343829,29.94872485,-90.07484436,52,New Orleans
Boise City,ID,,205671,43.61498209,-116.2071991,105,Boise City
South Salt Lake,UT,,23617,40.71738752,-111.8878555,1778,South Salt Lake
Orem,UT,,88328,40.29651973,-111.6946507,350,Orem
Sandy,UT,,87461,40.57648994,-111.8724918,355,Sandy
Layton,UT,,67311,41.08105757,-111.9745445,508,Layton
South Ogden,UT,,16532,41.19482654,-111.9714546,2499,South Ogden
Millcreek,UT,,62139,40.68573113,-111.8665695,575,Millcreek
Midvale,UT,,27964,40.60993713,-111.9075966,1478,Midvale
Murray,UT,,46746,40.6630858,-111.8876839,847,Murray
Taylorsville,UT,,58653,40.66725253,-111.9391823,624,Taylorsville
Kearns,UT,,35731,40.65542712,-111.9942856,1122,Kearns
Magna,UT,,26505,40.70697804,-112.1007156,1563,Magna
Roy,UT,,36884,41.16141526,-112.0263004,1075,Roy
Lennox,CA,,22753,33.93806174,-118.3524084,1849,Lennox
Chillum,MD,,33513,38.9627708,-76.99064255,1207,Chillum
Valley Stream,NY,,37511,40.66365955,-73.70444298,1054,Valley Stream
Shaker Heights,OH,,28448,41.47380731,-81.53632164,1447,Shaker Heights
Lansing,MI,,114297,42.73328577,-84.54906464,232,Lansing
Yuma,AZ,,93064,32.69185026,-114.6234512,321,Yuma
Lincoln,NE,,258379,40.81421523,-96.70200348,72,Lincoln
Daytona Beach,FL,,61005,29.20958212,-81.02108002,586,Daytona Beach
West Palm Beach ,FL,,99919,26.71726627,-80.05702972,284,West Palm Beach
Tallahassee,FL,,181376,30.43657504,-84.28230286,128,Tallahassee
Fairbanks,AK,,31535,64.83748967,-147.7190781,1294,Fairbanks
Vancouver,WA,,161791,45.63362124,-122.6729965,148,Vancouver
Farmington,UT,,18275,40.99974726,-111.9075966,2295,Farmington
American Fork,UT,,26263,40.37573752,-111.7949867,1577,American Fork
Bountiful,UT,,42522,40.88683263,-111.8837357,927,Bountiful
Brigham City,UT,,17899,41.5083684,-112.0155716,2345,Brigham City
Clearfield,UT,,30122,41.11003566,-112.0236397,1353,Clearfield
Clinton,UT,,20426,41.13931206,-112.0640659,2035,Clinton
Cottonwood Heights,UT,,33433,40.62401001,-111.8334389,1212,Cottonwood Heights
Draper,UT,,42274,40.52454868,-111.8803024,933,Draper
Eagle Mountain,UT,,21415,40.35847317,-111.9817543,1951,Eagle Mountain
Herriman,UT,,21785,40.51202099,-112.0272446,1924,Herriman
Holladay,UT,,26472,40.66881499,-111.8248558,1566,Holladay
Kaysville,UT,,27300,41.03419988,-111.9391823,1511,Kaysville
Lehi,UT,,47406,40.38818441,-111.8473434,835,Lehi
North Ogden,UT,,17357,41.30581914,-111.9676781,2412,North Ogden
Pleasant Grove,UT,,33508,40.36318207,-111.7407417,1208,Pleasant Grove
Riverton,UT,,38753,40.52074006,-111.9391823,1020,Riverton
Saratoga Springs,UT,,17781,40.387167,-111.9160938,2359,Saratoga Springs
Spanish Fork,UT,,34691,40.11357586,-111.6550827,1162,Spanish Fork
Springville,UT,,29466,40.1646005,-111.6102791,1395,Springville
Syracuse,UT,,24331,41.08830329,-112.0634651,1709,Syracuse
Tooele,UT,,31605,40.52924596,-112.2977829,1290,Tooele
Bailey's Crossroads,VA,,23643,38.85061649,-77.1306324,1776,Bailey's Crossroads
Blacksburg,VA,,42620,37.22692843,-80.41545868,923,Blacksburg
Burke,VA,,41055,38.79332102,-77.27148056,966,Burke
Burke Centre,VA,,17326,38.78775578,-77.30195045,2414,Burke Centre
Centreville,VA,,71135,38.83879672,-77.43078232,477,Centreville
Chantilly,VA,,23039,38.89413087,-77.42872238,1827,Chantilly
Christiansburg,VA,,21041,37.1278012,-80.40859222,1985,Christiansburg
Fair Oaks,VA,,30223,38.86125635,-77.36623764,1349,Fair Oaks
Franconia,VA,,18245,38.78101084,-77.14479446,2301,Franconia
Franklin Farm,VA,,19288,38.90615433,-77.40537643,2155,Franklin Farm
Herndon,VA,,23292,38.96976544,-77.38589287,1803,Herndon
Idylwood,VA,,17288,38.8948135,-77.2111845,2418,Idylwood
Lincolnia,VA,,22855,38.81766751,-77.14479446,1841,Lincolnia
Lorton,VA,,18572,38.70281839,-77.22410202,2247,Lorton
McLean,VA,,48112,38.93286584,-77.17809677,815,McLean
McNair,VA,,17513,38.95201264,-77.40906715,2385,McNair
Oakton,VA,,34166,38.87970003,-77.30100632,1181,Oakton
Portsmouth,VA,,95535,36.83499847,-76.30725861,310,Portsmouth
Reston,VA,,58404,38.95769853,-77.35628128,629,Reston
Rose Hill,VA,,20226,38.78855861,-77.11483955,2064,Rose Hill
Springfield,VA,,30484,38.78850425,-77.18633652,1333,Springfield
West Falls Church,VA,,29207,38.86598885,-77.19500542,1409,West Falls Church
West Springfield,VA,,22460,38.77967265,-77.23405838,1877,West Springfield
Woodlawn,VA,,20804,38.72925893,-77.111063,2005,Woodlawn
Aspen Hill,MD,,48758,39.07933285,-77.07715988,798,Aspen Hill
Beltsville,MD,,16772,39.03427787,-76.90790176,2471,Beltsville
Calverton,MD,,17724,39.05694225,-76.9401741,2365,Calverton
Camp Springs,MD,,19096,38.80295359,-76.90721512,2186,Camp Springs
College Park,MD,,30413,38.98897732,-76.93502426,1338,College Park
Fairland,MD,,23677,39.07613463,-76.95734024,1770,Fairland
Fort Washington,MD,,23717,38.72547991,-76.99115753,1767,Fort Washington
Glassmanor,MD,,17295,38.81919307,-76.99965477,2417,Glassmanor
Greenbelt,MD,,23068,39.00360272,-76.87665939,1823,Greenbelt
Montgomery Village,MD,,32032,39.17361517,-77.20487595,1268,Montgomery Village
North Potomac,MD,,24357,39.09105843,-77.20212936,1704,North Potomac
Olney,MD,,33844,39.15231947,-77.06651688,1193,Olney
Oxon Hill,MD,,17722,38.80268604,-76.98755264,2366,Oxon Hill
Redland,MD,,17242,39.14353312,-77.14445114,2424,Redland
Seabrook,MD,,17287,38.97376921,-76.84824944,2420,Seabrook
South Laurel,MD,,26111,39.0700043,-76.84370041,1592,South Laurel
White Oak,MD,,17403,39.03899883,-76.9910717,2404,White Oak
Norwood,OH,,19207,39.16422007,-84.45422173,2168,Norwood
Lakewood,OH,,52131,41.48100956,-81.79947853,731,Lakewood
Whitehall,OH,,18062,39.9661476,-82.88558006,2326,Whitehall
Euclid,OH,,48920,41.5917116,-81.52301788,793,Euclid
Parma Heights,OH,,20718,41.38989365,-81.76136971,2014,Parma Heights
South Euclid,OH,,22295,41.52158362,-81.52112961,1887,South Euclid
Maple Heights,OH,,23138,41.41482086,-81.56576157,1810,Maple Heights
Garfield Heights,OH,,28849,41.4181679,-81.60661697,1433,Garfield Heights
Parma,OH,,81601,41.40452118,-81.73261642,391,Parma
Fairview Park,OH,,16826,41.44107764,-81.86273575,2465,Fairview Park
Upper Arlington,OH,,33748,40.00726176,-83.055439,1196,Upper Arlington
Mayfield Heights,OH,,19087,41.51932236,-81.4587307,2175,Mayfield Heights
Reynoldsburg,OH,,35893,39.95483204,-82.80747414,1111,Reynoldsburg
North Olmsted,OH,,32718,41.41739552,-81.91663742,1247,North Olmsted
White Oak,OH,,19167,39.21144904,-84.59970474,2174,White Oak
Gahanna,OH,,33097,40.01861794,-82.87965775,1221,Gahanna
Westlake,OH,,32729,41.45420205,-81.91869736,1246,Westlake
Berea,OH,,19093,41.36588286,-81.85380936,2187,Berea
Forest Park,OH,,18720,39.28842164,-84.52288628,2231,Forest Park
Strongsville,OH,,44413,41.31278215,-81.83492661,880,Strongsville
Broadview Heights,OH,,19070,41.31278215,-81.68455124,2142,Broadview Heights
Waipahu,HI,,38216,21.38588561,-158.0090618,1033,Waipahu
Ewa Gentry,HI,,22690,21.33360803,-158.023138,1858,Ewa Gentry
Pearl City,HI,,47567,21.3950912,-157.9705238,830,Pearl City
Mililani Town,HI,,27629,21.45124627,-158.0154133,1491,Mililani Town
East Honolulu,HI,,49912,21.27686297,-157.7026463,772,East Honolulu
Wahiawa,HI,,17821,21.49741255,-158.0267429,2354,Wahiawa
Makakilo,HI,,18248,21.34419344,-158.0795717,2300,Makakilo
Kaneohe,HI,,34597,21.39963135,-157.798605,1164,Kaneohe
Kailua,HI,,38577,21.39413221,-157.7418709,1023,Kailua
Mililani Mauka,HI,,21039,21.46786142,-158.0006504,1986,Mililani Mauka
Alpharetta,GA,,57551,34.07421272,-84.29380417,641,Alpharetta
Dunwoody,GA,,46267,33.94523794,-84.33397293,854,Dunwoody
North Druid Hills,GA,,18947,33.8171772,-84.31311607,2203,North Druid Hills
Roswell,GA,,88333,34.02408507,-84.35955048,349,Roswell
Union City,GA,,19456,33.5684589,-84.53996658,2135,Union City
Baldwin,NY,,24033,40.66809254,-73.61198068,1738,Baldwin
Brighton,NY,,36609,43.12144448,-77.57476093,1086,Brighton
Cheektowaga,NY,,75178,42.90287035,-78.75029804,448,Cheektowaga
East Massapequa,NY,,19069,40.66783213,-73.43551279,2191,East Massapequa
East Meadow,NY,,38132,40.72431725,-73.55979563,1037,East Meadow
Eastchester,NY,,19433,40.95913637,-73.81120503,2125,Eastchester
Elmont,NY,,33198,40.70795852,-73.70928675,1223,Elmont
Franklin Square,NY,,29320,40.707166,-73.67593587,1405,Franklin Square
Freeport,NY,,42860,40.65715445,-73.58451486,915,Freeport
Garden City,NY,,22371,40.72642222,-73.63439382,1883,Garden City
Glen Cove,NY,,26964,40.8631135,-73.62983347,1536,Glen Cove
Harrison,NY,,27467,40.96995459,-73.71718647,1501,Harrison
Hicksville,NY,,41521,40.76801477,-73.52580667,947,Hicksville
Irondequoit,NY,,51692,43.20899898,-77.58329872,741,Irondequoit
Lackawanna,NY,,18141,42.82522382,-78.82457555,2321,Lackawanna
Levittown,NY,,51881,40.72561818,-73.51550699,737,Levittown
Long Beach,NY,,33275,40.58820893,-73.65859807,1220,Long Beach
Lynbrook,NY,,19427,40.65483385,-73.67164433,2140,Lynbrook
Mamaroneck,NY,,18920,40.94817592,-73.73366596,2206,Mamaroneck
Massapequa,NY,,21685,40.68085138,-73.4688151,1934,Massapequa
Massapequa Park,NY,,17008,40.67746662,-73.45576883,2448,Massapequa Park
Merrick,NY,,22097,40.66236329,-73.55121256,1896,Merrick
Mineola,NY,,18799,40.74892411,-73.64126027,2223,Mineola
Niagara Falls,NY,,50193,43.09583942,-79.04266001,764,Niagara Falls
North Bellmore,NY,,19941,40.69115829,-73.5406667,2088,North Bellmore
North Massapequa,NY,,17886,40.70378258,-73.46187413,2347,North Massapequa
North Valley Stream,NY,,16628,40.68933603,-73.72159779,2492,North Valley Stream
Oceanside,NY,,32109,40.63865978,-73.64116312,1267,Oceanside
Ossining,NY,,24982,41.16206727,-73.861233,1658,Ossining
Peekskill,NY,,23583,41.28988542,-73.92097116,1781,Peekskill
Plainview,NY,,26216,40.77529489,-73.46847177,1582,Plainview
Port Chester,NY,,28967,41.00110128,-73.66485239,1423,Port Chester
Rockville Centre,NY,,24023,40.65767535,-73.64322306,1739,Rockville Centre
Saratoga Springs,NY,,26585,43.08183789,-73.78447773,1558,Saratoga Springs
Scarsdale,NY,,17166,41.00421046,-73.78501535,2432,Scarsdale
Schenectady,NY,,66135,42.81365814,-73.94157053,525,Schenectady
Tonawanda,NY,,58144,42.98141427,-78.87134195,633,Tonawanda
Troy,NY,,50129,42.72573926,-73.68972065,768,Troy
Uniondale,NY,,24759,40.70896428,-73.59447122,1682,Uniondale
Wantagh,NY,,18871,40.67173817,-73.50932718,2214,Wantagh
West Hempstead,NY,,18862,40.70495378,-73.65430654,2218,West Hempstead
Alsip,IL,,19277,41.66876225,-87.73868204,2158,Alsip
Belleville,IL,,44464,38.51530306,-89.98381855,885,Belleville
Bellwood,IL,,19071,41.88142488,-87.88160146,2189,Bellwood
Bensenville,IL,,18352,41.95433778,-87.94055582,2284,Bensenville
Blue Island,IL,,23706,41.65670739,-87.68169046,1769,Blue Island
Brookfield,IL,,18978,41.82322327,-87.84785868,2200,Brookfield
Burbank,IL,,28925,34.18098673,-118.3077967,273,Burbank
Calumet City,IL,,37042,41.61436928,-87.53234506,1070,Calumet City
Chicago Heights,IL,,30276,41.5051885,-87.63671518,1347,Chicago Heights
Deerfield,IL,,18225,42.16766365,-87.84589589,2307,Deerfield
Des Plaines,IL,,58364,42.0430817,-87.88611652,630,Des Plaines
Dolton,IL,,23153,41.63797941,-87.60753275,1809,Dolton
Downers Grove,IL,,47833,41.79477185,-88.00833942,820,Downers Grove
East St. Louis,IL,,27006,38.62299154,-90.15292765,1530,East St. Louis
